******DATE,ORDER_ID,PRODUCT_ID,CUSTOMER_ID,UNITS,UNIT_PRICE,TOTAL_AMOUNT
05/01/2023 00:00:00,300022,10007,785,1,230,230
05/01/2023 00:00:00,300022,10013,45,2,157,314
05/01/2023 00:00:00,300022,10021,809,2,799,1598
05/01/2023 00:00:00,300023,10058,772,3,799,2397
05/01/2023 00:00:00,300023,10030,4,1,234,234
05/01/2023 00:00:00,300023,10022,120,3,899,2697
05/01/2023 00:00:00,300023,10068,363,2,279,558
05/01/2023 00:00:00,300023,10062,160,3,1499,4497
05/01/2023 00:00:00,300024,10057,291,3,1099,3297
05/01/2023 00:00:00,300024,10064,11,3,1249,3747
05/01/2023 00:00:00,300025,10005,693,3,36,108
05/01/2023 00:00:00,300026,10068,527,1,279,279
05/01/2023 00:00:00,300027,10024,436,2,199,398
05/01/2023 00:00:00,300027,10026,905,1,850,850
05/01/2023 00:00:00,300027,10086,304,1,13,13
05/01/2023 00:00:00,300027,10058,273,2,799,1598
05/01/2023 00:00:00,300027,10015,338,3,1399,4197
05/01/2023 00:00:00,300027,10053,11,1,90,90
05/01/2023 00:00:00,300028,10056,835,1,999,999
05/01/2023 00:00:00,300029,10086,667,1,13,13
05/01/2023 00:00:00,300030,10084,276,2,7,14
06/01/2023 00:00:00,300031,10032,272,1,70,70
06/01/2023 00:00:00,300032,10068,572,2,279,558
06/01/2023 00:00:00,300033,10042,325,1,1849,1849
07/01/2023 00:00:00,300034,10056,334,2,999,1998
07/01/2023 00:00:00,300035,10064,158,1,1249,1249
07/01/2023 00:00:00,300035,10061,960,1,1199,1199
07/01/2023 00:00:00,300036,10021,929,3,799,2397
07/01/2023 00:00:00,300036,10070,399,2,7,14
07/01/2023 00:00:00,300037,10016,932,3,1599,4797
07/01/2023 00:00:00,300038,10069,380,3,5,15
07/01/2023 00:00:00,300039,10015,706,3,1399,4197
08/01/2023 00:00:00,300040,10042,503,1,1849,1849
08/01/2023 00:00:00,300040,10048,116,1,500,500
08/01/2023 00:00:00,300040,10010,352,3,29,87
08/01/2023 00:00:00,300041,10081,870,2,5,10
08/01/2023 00:00:00,300042,10061,372,2,1199,2398
08/01/2023 00:00:00,300042,10009,403,2,80,160
08/01/2023 00:00:00,300042,10073,669,1,7,7
08/01/2023 00:00:00,300042,10037,852,3,500,1500
08/01/2023 00:00:00,300042,10019,671,2,1299,2598
08/01/2023 00:00:00,300043,10038,183,2,379,758
08/01/2023 00:00:00,300044,10006,379,1,24,24
08/01/2023 00:00:00,300045,10028,84,2,1500,3000
09/01/2023 00:00:00,300046,10040,369,3,949,2847
09/01/2023 00:00:00,300047,10024,480,1,199,199
09/01/2023 00:00:00,300048,10052,274,2,300,600
09/01/2023 00:00:00,300048,10081,155,3,5,15
09/01/2023 00:00:00,300049,10034,451,2,90,180
09/01/2023 00:00:00,300049,10072,307,3,5,15
09/01/2023 00:00:00,300049,10003,960,2,149,298
09/01/2023 00:00:00,300050,10068,166,3,279,837
09/01/2023 00:00:00,300051,10036,868,2,111,222
09/01/2023 00:00:00,300051,10067,453,3,269,807
09/01/2023 00:00:00,300052,10083,914,3,50,150
09/01/2023 00:00:00,300052,10031,570,1,25,25
09/01/2023 00:00:00,300052,10077,534,2,6,12
09/01/2023 00:00:00,300052,10058,428,3,799,2397
09/01/2023 00:00:00,300053,10038,642,2,379,758
09/01/2023 00:00:00,300053,10033,719,1,295,295
09/01/2023 00:00:00,300053,10003,416,1,149,149
10/01/2023 00:00:00,300054,10019,943,2,1299,2598
10/01/2023 00:00:00,300055,10058,716,2,799,1598
10/01/2023 00:00:00,300055,10070,449,3,7,21
10/01/2023 00:00:00,300055,10016,339,2,1599,3198
10/01/2023 00:00:00,300056,10044,61,3,750,2250
10/01/2023 00:00:00,300057,10036,249,1,111,111
10/01/2023 00:00:00,300057,10002,28,3,81,243
10/01/2023 00:00:00,300057,10028,552,1,1500,1500
11/01/2023 00:00:00,300058,10003,546,1,149,149
11/01/2023 00:00:00,300058,10037,696,1,500,500
11/01/2023 00:00:00,300058,10071,508,2,6,12
11/01/2023 00:00:00,300059,10041,669,1,749,749
11/01/2023 00:00:00,300060,10075,607,2,5,10
11/01/2023 00:00:00,300060,10080,310,1,6,6
11/01/2023 00:00:00,300060,10009,681,1,80,80
11/01/2023 00:00:00,300060,10040,33,3,949,2847
11/01/2023 00:00:00,300060,10077,834,2,6,12
11/01/2023 00:00:00,300061,10061,965,1,1199,1199
11/01/2023 00:00:00,300062,10024,67,2,199,398
11/01/2023 00:00:00,300063,10060,703,1,579,579
11/01/2023 00:00:00,300064,10006,73,2,24,48
12/01/2023 00:00:00,300065,10086,261,1,13,13
12/01/2023 00:00:00,300065,10046,954,1,200,200
12/01/2023 00:00:00,300065,10047,424,3,300,900
12/01/2023 00:00:00,300066,10025,157,3,399,1197
12/01/2023 00:00:00,300066,10078,198,2,5,10
12/01/2023 00:00:00,300066,10039,309,2,799,1598
12/01/2023 00:00:00,300067,10001,480,3,27,81
12/01/2023 00:00:00,300067,10071,698,1,6,6
12/01/2023 00:00:00,300067,10072,495,3,5,15
12/01/2023 00:00:00,300068,10071,453,3,6,18
12/01/2023 00:00:00,300068,10003,513,1,149,149
12/01/2023 00:00:00,300069,10029,318,3,44,132
12/01/2023 00:00:00,300070,10074,688,3,6,18
13/01/2023 00:00:00,300071,10028,273,2,1500,3000
13/01/2023 00:00:00,300072,10010,304,1,29,29
13/01/2023 00:00:00,300072,10082,441,2,20,40
13/01/2023 00:00:00,300073,10085,348,3,6,18
13/01/2023 00:00:00,300073,10048,691,3,500,1500
13/01/2023 00:00:00,300074,10050,737,1,700,700
13/01/2023 00:00:00,300074,10003,649,1,149,149
13/01/2023 00:00:00,300075,10018,979,2,1099,2198
13/01/2023 00:00:00,300076,10003,709,1,149,149
13/01/2023 00:00:00,300077,10028,656,3,1500,4500
14/01/2023 00:00:00,300078,10028,191,1,1500,1500
14/01/2023 00:00:00,300078,10063,41,1,1799,1799
14/01/2023 00:00:00,300079,10024,673,1,199,199
14/01/2023 00:00:00,300079,10027,342,1,109,109
14/01/2023 00:00:00,300080,10008,274,2,50,100
14/01/2023 00:00:00,300081,10035,280,1,52,52
14/01/2023 00:00:00,300081,10019,474,3,1299,3897
14/01/2023 00:00:00,300081,10017,968,3,999,2997
14/01/2023 00:00:00,300082,10015,698,2,1399,2798
14/01/2023 00:00:00,300083,10086,828,1,13,13
14/01/2023 00:00:00,300084,10075,850,1,5,5
14/01/2023 00:00:00,300084,10084,675,3,7,21
15/01/2023 00:00:00,300085,10082,954,3,20,60
15/01/2023 00:00:00,300085,10032,981,2,70,140
15/01/2023 00:00:00,300085,10044,578,3,750,2250
15/01/2023 00:00:00,300085,10041,372,1,749,749
15/01/2023 00:00:00,300086,10045,844,2,499,998
15/01/2023 00:00:00,300086,10050,129,3,700,2100
15/01/2023 00:00:00,300087,10068,136,3,279,837
15/01/2023 00:00:00,300087,10067,650,3,269,807
15/01/2023 00:00:00,300087,10030,134,2,234,468
15/01/2023 00:00:00,300088,10043,938,2,450,900
15/01/2023 00:00:00,300088,10046,995,3,200,600
15/01/2023 00:00:00,300088,10035,713,3,52,156
15/01/2023 00:00:00,300089,10066,797,3,149,447
15/01/2023 00:00:00,300089,10049,818,1,450,450
15/01/2023 00:00:00,300089,10006,401,1,24,24
15/01/2023 00:00:00,300090,10066,145,2,149,298
15/01/2023 00:00:00,300091,10052,261,3,300,900
16/01/2023 00:00:00,300092,10016,318,2,1599,3198
16/01/2023 00:00:00,300092,10040,579,3,949,2847
16/01/2023 00:00:00,300093,10051,176,3,900,2700
16/01/2023 00:00:00,300094,10024,854,1,199,199
16/01/2023 00:00:00,300095,10032,537,2,70,140
16/01/2023 00:00:00,300096,10027,45,3,109,327
16/01/2023 00:00:00,300096,10027,307,3,109,327
16/01/2023 00:00:00,300097,10074,648,2,6,12
16/01/2023 00:00:00,300098,10059,868,3,269,807
17/01/2023 00:00:00,300099,10075,826,3,5,15
17/01/2023 00:00:00,300100,10063,707,3,1799,5397
17/01/2023 00:00:00,300101,10064,429,2,1249,2498
17/01/2023 00:00:00,300102,10059,505,1,269,269
17/01/2023 00:00:00,300102,10086,754,3,13,39
17/01/2023 00:00:00,300103,10066,330,1,149,149
17/01/2023 00:00:00,300103,10056,783,3,999,2997
17/01/2023 00:00:00,300104,10073,825,2,7,14
18/01/2023 00:00:00,300105,10059,817,2,269,538
18/01/2023 00:00:00,300105,10017,800,2,999,1998
18/01/2023 00:00:00,300105,10029,241,2,44,88
18/01/2023 00:00:00,300106,10064,368,3,1249,3747
18/01/2023 00:00:00,300107,10010,46,3,29,87
18/01/2023 00:00:00,300108,10017,832,2,999,1998
18/01/2023 00:00:00,300109,10073,15,2,7,14
18/01/2023 00:00:00,300109,10035,243,3,52,156
18/01/2023 00:00:00,300110,10028,30,3,1500,4500
18/01/2023 00:00:00,300110,10084,910,2,7,14
18/01/2023 00:00:00,300110,10002,272,2,81,162
18/01/2023 00:00:00,300111,10015,22,2,1399,2798
19/01/2023 00:00:00,300112,10045,825,3,499,1497
19/01/2023 00:00:00,300113,10053,801,3,90,270
19/01/2023 00:00:00,300113,10041,350,2,749,1498
19/01/2023 00:00:00,300113,10078,842,2,5,10
19/01/2023 00:00:00,300114,10014,579,2,1199,2398
19/01/2023 00:00:00,300115,10045,5,3,499,1497
19/01/2023 00:00:00,300116,10085,182,2,6,12
19/01/2023 00:00:00,300116,10022,548,2,899,1798
19/01/2023 00:00:00,300116,10012,8,2,70,140
19/01/2023 00:00:00,300116,10068,204,3,279,837
20/01/2023 00:00:00,300117,10004,211,3,35,105
20/01/2023 00:00:00,300118,10019,192,3,1299,3897
20/01/2023 00:00:00,300118,10005,569,2,36,72
20/01/2023 00:00:00,300119,10035,956,3,52,156
20/01/2023 00:00:00,300119,10080,595,1,6,6
20/01/2023 00:00:00,300119,10063,899,2,1799,3598
20/01/2023 00:00:00,300120,10086,376,3,13,39
20/01/2023 00:00:00,300120,10042,217,3,1849,5547
20/01/2023 00:00:00,300120,10079,170,1,7,7
20/01/2023 00:00:00,300120,10037,326,2,500,1000
20/01/2023 00:00:00,300120,10031,671,1,25,25
20/01/2023 00:00:00,300121,10019,916,3,1299,3897
21/01/2023 00:00:00,300122,10017,372,1,999,999
21/01/2023 00:00:00,300123,10008,317,3,50,150
21/01/2023 00:00:00,300124,10036,556,3,111,333
21/01/2023 00:00:00,300125,10012,656,1,70,70
21/01/2023 00:00:00,300125,10001,941,1,27,27
21/01/2023 00:00:00,300125,10050,748,1,700,700
21/01/2023 00:00:00,300125,10082,743,1,20,20
21/01/2023 00:00:00,300126,10008,334,2,50,100
21/01/2023 00:00:00,300126,10029,238,2,44,88
21/01/2023 00:00:00,300127,10062,65,1,1499,1499
22/01/2023 00:00:00,300128,10070,924,1,7,7
22/01/2023 00:00:00,300128,10077,847,1,6,6
22/01/2023 00:00:00,300128,10018,645,3,1099,3297
22/01/2023 00:00:00,300128,10057,310,2,1099,2198
22/01/2023 00:00:00,300129,10060,577,3,579,1737
22/01/2023 00:00:00,300129,10007,828,2,230,460
22/01/2023 00:00:00,300129,10019,878,2,1299,2598
22/01/2023 00:00:00,300129,10030,340,2,234,468
22/01/2023 00:00:00,300129,10010,528,2,29,58
22/01/2023 00:00:00,300129,10032,424,1,70,70
22/01/2023 00:00:00,300130,10059,102,1,269,269
22/01/2023 00:00:00,300131,10006,133,3,24,72
22/01/2023 00:00:00,300132,10082,886,3,20,60
22/01/2023 00:00:00,300132,10030,795,2,234,468
22/01/2023 00:00:00,300133,10081,84,1,5,5
23/01/2023 00:00:00,300134,10025,812,2,399,798
23/01/2023 00:00:00,300134,10020,986,2,1499,2998
23/01/2023 00:00:00,300134,10072,17,1,5,5
23/01/2023 00:00:00,300135,10066,507,2,149,298
23/01/2023 00:00:00,300135,10042,598,3,1849,5547
23/01/2023 00:00:00,300135,10073,675,3,7,21
23/01/2023 00:00:00,300135,10052,317,1,300,300
23/01/2023 00:00:00,300136,10065,696,3,399,1197
23/01/2023 00:00:00,300137,10067,539,3,269,807
23/01/2023 00:00:00,300137,10041,762,2,749,1498
23/01/2023 00:00:00,300137,10048,615,1,500,500
23/01/2023 00:00:00,300138,10053,409,1,90,90
23/01/2023 00:00:00,300138,10001,169,2,27,54
23/01/2023 00:00:00,300138,10046,148,3,200,600
23/01/2023 00:00:00,300138,10008,935,2,50,100
24/01/2023 00:00:00,300139,10050,148,3,700,2100
24/01/2023 00:00:00,300139,10058,621,1,799,799
24/01/2023 00:00:00,300140,10038,992,2,379,758
24/01/2023 00:00:00,300141,10050,729,1,700,700
24/01/2023 00:00:00,300142,10085,241,3,6,18
24/01/2023 00:00:00,300142,10019,96,3,1299,3897
24/01/2023 00:00:00,300142,10077,367,1,6,6
24/01/2023 00:00:00,300142,10050,297,3,700,2100
25/01/2023 00:00:00,300143,10039,488,2,799,1598
25/01/2023 00:00:00,300143,10048,806,3,500,1500
25/01/2023 00:00:00,300144,10016,513,2,1599,3198
25/01/2023 00:00:00,300145,10003,537,2,149,298
25/01/2023 00:00:00,300145,10078,6,3,5,15
25/01/2023 00:00:00,300146,10011,187,3,106,318
25/01/2023 00:00:00,300146,10023,212,2,1099,2198
25/01/2023 00:00:00,300146,10081,868,1,5,5
26/01/2023 00:00:00,300147,10059,462,2,269,538
26/01/2023 00:00:00,300147,10009,858,2,80,160
26/01/2023 00:00:00,300148,10085,101,2,6,12
26/01/2023 00:00:00,300149,10071,466,1,6,6
26/01/2023 00:00:00,300149,10050,334,1,700,700
26/01/2023 00:00:00,300149,10025,71,3,399,1197
26/01/2023 00:00:00,300149,10008,405,3,50,150
26/01/2023 00:00:00,300149,10085,777,1,6,6
26/01/2023 00:00:00,300150,10030,86,3,234,702
26/01/2023 00:00:00,300150,10066,332,1,149,149
26/01/2023 00:00:00,300150,10029,232,2,44,88
27/01/2023 00:00:00,300151,10027,695,1,109,109
27/01/2023 00:00:00,300152,10032,22,2,70,140
27/01/2023 00:00:00,300152,10061,582,3,1199,3597
27/01/2023 00:00:00,300153,10019,575,1,1299,1299
27/01/2023 00:00:00,300153,10033,424,3,295,885
28/01/2023 00:00:00,300154,10033,733,2,295,590
28/01/2023 00:00:00,300154,10018,575,2,1099,2198
28/01/2023 00:00:00,300155,10045,823,1,499,499
28/01/2023 00:00:00,300155,10008,401,3,50,150
28/01/2023 00:00:00,300156,10025,549,1,399,399
28/01/2023 00:00:00,300157,10026,902,2,850,1700
28/01/2023 00:00:00,300158,10077,908,1,6,6
28/01/2023 00:00:00,300159,10057,766,1,1099,1099
28/01/2023 00:00:00,300160,10052,439,1,300,300
28/01/2023 00:00:00,300160,10020,469,2,1499,2998
28/01/2023 00:00:00,300161,10024,494,1,199,199
28/01/2023 00:00:00,300161,10033,344,3,295,885
28/01/2023 00:00:00,300161,10084,157,1,7,7
28/01/2023 00:00:00,300162,10072,208,1,5,5
28/01/2023 00:00:00,300162,10063,587,1,1799,1799
29/01/2023 00:00:00,300163,10002,477,3,81,243
29/01/2023 00:00:00,300163,10005,891,2,36,72
29/01/2023 00:00:00,300164,10009,128,2,80,160
29/01/2023 00:00:00,300164,10025,376,1,399,399
29/01/2023 00:00:00,300165,10010,468,1,29,29
29/01/2023 00:00:00,300165,10029,721,1,44,44
29/01/2023 00:00:00,300166,10003,484,3,149,447
29/01/2023 00:00:00,300167,10060,741,1,579,579
29/01/2023 00:00:00,300167,10026,49,3,850,2550
29/01/2023 00:00:00,300168,10033,806,2,295,590
29/01/2023 00:00:00,300169,10024,91,1,199,199
30/01/2023 00:00:00,300170,10031,277,3,25,75
30/01/2023 00:00:00,300170,10019,369,3,1299,3897
30/01/2023 00:00:00,300170,10042,202,1,1849,1849
30/01/2023 00:00:00,300170,10052,170,3,300,900
30/01/2023 00:00:00,300170,10063,488,2,1799,3598
30/01/2023 00:00:00,300170,10024,810,1,199,199
30/01/2023 00:00:00,300170,10050,668,1,700,700
30/01/2023 00:00:00,300170,10040,797,3,949,2847
30/01/2023 00:00:00,300170,10035,798,1,52,52
30/01/2023 00:00:00,300171,10051,38,2,900,1800
30/01/2023 00:00:00,300172,10063,25,3,1799,5397
30/01/2023 00:00:00,300173,10008,350,1,50,50
30/01/2023 00:00:00,300174,10043,399,3,450,1350
30/01/2023 00:00:00,300175,10013,604,1,157,157
30/01/2023 00:00:00,300175,10013,295,3,157,471
30/01/2023 00:00:00,300176,10023,900,3,1099,3297
30/01/2023 00:00:00,300176,10021,443,1,799,799
30/01/2023 00:00:00,300176,10031,777,1,25,25
30/01/2023 00:00:00,300177,10053,91,3,90,270
30/01/2023 00:00:00,300178,10046,671,3,200,600
30/01/2023 00:00:00,300178,10040,121,1,949,949
30/01/2023 00:00:00,300179,10086,288,3,13,39
31/01/2023 00:00:00,300180,10081,28,3,5,15
31/01/2023 00:00:00,300180,10021,344,3,799,2397
31/01/2023 00:00:00,300181,10086,917,1,13,13
31/01/2023 00:00:00,300181,10069,322,1,5,5
31/01/2023 00:00:00,300181,10074,358,3,6,18
31/01/2023 00:00:00,300181,10026,54,1,850,850
31/01/2023 00:00:00,300182,10043,614,1,450,450
31/01/2023 00:00:00,300182,10026,974,3,850,2550
31/01/2023 00:00:00,300182,10055,959,2,95,190
31/01/2023 00:00:00,300183,10075,445,3,5,15
01/02/2023 00:00:00,300184,10076,320,1,7,7
01/02/2023 00:00:00,300185,10020,525,1,1499,1499
01/02/2023 00:00:00,300186,10023,736,3,1099,3297
01/02/2023 00:00:00,300186,10065,974,2,399,798
01/02/2023 00:00:00,300186,10054,135,3,250,750
01/02/2023 00:00:00,300187,10003,284,3,149,447
01/02/2023 00:00:00,300188,10027,683,1,109,109
01/02/2023 00:00:00,300188,10047,898,1,300,300
02/02/2023 00:00:00,300189,10044,10,3,750,2250
02/02/2023 00:00:00,300189,10038,536,2,379,758
02/02/2023 00:00:00,300189,10079,960,1,7,7
02/02/2023 00:00:00,300189,10001,637,3,27,81
02/02/2023 00:00:00,300189,10035,778,2,52,104
02/02/2023 00:00:00,300190,10084,572,1,7,7
02/02/2023 00:00:00,300191,10078,395,1,5,5
02/02/2023 00:00:00,300192,10075,662,2,5,10
02/02/2023 00:00:00,300193,10043,821,1,450,450
02/02/2023 00:00:00,300194,10020,158,1,1499,1499
02/02/2023 00:00:00,300194,10078,192,1,5,5
03/02/2023 00:00:00,300195,10071,775,3,6,18
03/02/2023 00:00:00,300196,10086,678,3,13,39
03/02/2023 00:00:00,300197,10036,257,2,111,222
04/02/2023 00:00:00,300198,10084,481,3,7,21
04/02/2023 00:00:00,300199,10052,676,1,300,300
04/02/2023 00:00:00,300199,10060,429,2,579,1158
04/02/2023 00:00:00,300199,10061,793,1,1199,1199
04/02/2023 00:00:00,300199,10034,717,3,90,270
04/02/2023 00:00:00,300199,10007,366,1,230,230
04/02/2023 00:00:00,300199,10069,796,2,5,10
04/02/2023 00:00:00,300199,10067,430,1,269,269
04/02/2023 00:00:00,300200,10022,65,1,899,899
05/02/2023 00:00:00,300201,10076,877,3,7,21
05/02/2023 00:00:00,300202,10079,82,3,7,21
05/02/2023 00:00:00,300202,10008,949,1,50,50
05/02/2023 00:00:00,300203,10065,878,3,399,1197
05/02/2023 00:00:00,300203,10020,246,2,1499,2998
05/02/2023 00:00:00,300204,10044,235,1,750,750
05/02/2023 00:00:00,300204,10069,901,3,5,15
05/02/2023 00:00:00,300205,10041,591,2,749,1498
06/02/2023 00:00:00,300206,10039,600,2,799,1598
06/02/2023 00:00:00,300206,10016,458,2,1599,3198
06/02/2023 00:00:00,300207,10067,557,3,269,807
06/02/2023 00:00:00,300208,10014,492,1,1199,1199
06/02/2023 00:00:00,300208,10043,698,2,450,900
06/02/2023 00:00:00,300208,10070,76,2,7,14
06/02/2023 00:00:00,300209,10086,797,2,13,26
06/02/2023 00:00:00,300210,10040,631,2,949,1898
06/02/2023 00:00:00,300211,10031,986,2,25,50
07/02/2023 00:00:00,300212,10070,567,1,7,7
07/02/2023 00:00:00,300212,10086,277,2,13,26
07/02/2023 00:00:00,300213,10069,142,1,5,5
07/02/2023 00:00:00,300213,10067,319,3,269,807
07/02/2023 00:00:00,300213,10064,546,1,1249,1249
07/02/2023 00:00:00,300214,10033,718,2,295,590
07/02/2023 00:00:00,300215,10011,574,1,106,106
07/02/2023 00:00:00,300216,10011,73,3,106,318
07/02/2023 00:00:00,300216,10016,991,2,1599,3198
07/02/2023 00:00:00,300216,10038,707,1,379,379
07/02/2023 00:00:00,300217,10065,179,1,399,399
07/02/2023 00:00:00,300217,10051,83,3,900,2700
07/02/2023 00:00:00,300217,10002,413,3,81,243
07/02/2023 00:00:00,300217,10036,769,2,111,222
07/02/2023 00:00:00,300218,10015,565,3,1399,4197
07/02/2023 00:00:00,300218,10079,992,2,7,14
07/02/2023 00:00:00,300218,10051,643,1,900,900
07/02/2023 00:00:00,300219,10053,455,3,90,270
08/02/2023 00:00:00,300220,10034,263,1,90,90
08/02/2023 00:00:00,300220,10016,290,3,1599,4797
08/02/2023 00:00:00,300221,10077,431,1,6,6
08/02/2023 00:00:00,300221,10039,925,2,799,1598
08/02/2023 00:00:00,300221,10084,943,1,7,7
08/02/2023 00:00:00,300221,10070,915,3,7,21
08/02/2023 00:00:00,300221,10005,501,2,36,72
08/02/2023 00:00:00,300221,10075,472,2,5,10
08/02/2023 00:00:00,300221,10077,723,2,6,12
08/02/2023 00:00:00,300221,10046,452,2,200,400
08/02/2023 00:00:00,300221,10006,109,2,24,48
09/02/2023 00:00:00,300222,10074,589,1,6,6
09/02/2023 00:00:00,300222,10066,328,2,149,298
09/02/2023 00:00:00,300223,10068,966,1,279,279
09/02/2023 00:00:00,300224,10060,379,1,579,579
09/02/2023 00:00:00,300224,10066,359,3,149,447
09/02/2023 00:00:00,300224,10086,140,2,13,26
09/02/2023 00:00:00,300225,10038,605,2,379,758
09/02/2023 00:00:00,300225,10043,117,3,450,1350
09/02/2023 00:00:00,300225,10041,392,2,749,1498
09/02/2023 00:00:00,300225,10084,758,1,7,7
09/02/2023 00:00:00,300225,10079,712,2,7,14
09/02/2023 00:00:00,300225,10015,41,1,1399,1399
09/02/2023 00:00:00,300225,10030,614,2,234,468
09/02/2023 00:00:00,300226,10026,270,1,850,850
09/02/2023 00:00:00,300227,10060,909,3,579,1737
09/02/2023 00:00:00,300227,10041,530,3,749,2247
09/02/2023 00:00:00,300228,10077,198,3,6,18
10/02/2023 00:00:00,300229,10065,999,1,399,399
10/02/2023 00:00:00,300230,10007,394,2,230,460
10/02/2023 00:00:00,300231,10009,841,3,80,240
10/02/2023 00:00:00,300231,10015,825,2,1399,2798
11/02/2023 00:00:00,300232,10051,638,3,900,2700
11/02/2023 00:00:00,300232,10078,978,3,5,15
11/02/2023 00:00:00,300233,10020,639,2,1499,2998
11/02/2023 00:00:00,300233,10058,580,1,799,799
11/02/2023 00:00:00,300234,10051,826,1,900,900
12/02/2023 00:00:00,300235,10019,127,3,1299,3897
12/02/2023 00:00:00,300235,10004,657,1,35,35
12/02/2023 00:00:00,300235,10018,562,3,1099,3297
12/02/2023 00:00:00,300236,10046,67,2,200,400
12/02/2023 00:00:00,300237,10011,118,3,106,318
12/02/2023 00:00:00,300238,10041,687,2,749,1498
12/02/2023 00:00:00,300239,10071,518,3,6,18
12/02/2023 00:00:00,300239,10009,4,1,80,80
12/02/2023 00:00:00,300240,10018,624,1,1099,1099
12/02/2023 00:00:00,300241,10048,910,1,500,500
12/02/2023 00:00:00,300242,10055,478,1,95,95
12/02/2023 00:00:00,300242,10045,338,2,499,998
12/02/2023 00:00:00,300242,10044,579,2,750,1500
12/02/2023 00:00:00,300242,10060,145,3,579,1737
13/02/2023 00:00:00,300243,10037,384,2,500,1000
13/02/2023 00:00:00,300244,10043,683,3,450,1350
13/02/2023 00:00:00,300244,10020,283,1,1499,1499
13/02/2023 00:00:00,300245,10077,279,2,6,12
13/02/2023 00:00:00,300245,10006,983,3,24,72
13/02/2023 00:00:00,300246,10057,492,3,1099,3297
13/02/2023 00:00:00,300246,10072,525,1,5,5
13/02/2023 00:00:00,300246,10027,33,3,109,327
13/02/2023 00:00:00,300247,10019,503,3,1299,3897
13/02/2023 00:00:00,300248,10079,846,1,7,7
13/02/2023 00:00:00,300248,10086,544,3,13,39
13/02/2023 00:00:00,300248,10049,631,1,450,450
13/02/2023 00:00:00,300249,10071,354,3,6,18
13/02/2023 00:00:00,300250,10043,773,2,450,900
13/02/2023 00:00:00,300250,10017,229,2,999,1998
13/02/2023 00:00:00,300251,10078,879,1,5,5
14/02/2023 00:00:00,300252,10062,887,1,1499,1499
14/02/2023 00:00:00,300253,10071,119,3,6,18
14/02/2023 00:00:00,300254,10052,887,2,300,600
14/02/2023 00:00:00,300255,10046,264,3,200,600
14/02/2023 00:00:00,300255,10070,571,1,7,7
14/02/2023 00:00:00,300256,10046,10,2,200,400
14/02/2023 00:00:00,300257,10051,318,1,900,900
14/02/2023 00:00:00,300258,10018,645,1,1099,1099
15/02/2023 00:00:00,300259,10073,198,3,7,21
